id,label,mislabel_score,dup_score,ood_score,sample_weight,exclude_reason
train_00000,0,0.150804442034523,0.6989746034145354,0.1399999999989743,1.0,
train_00001,1,0.183367304819641,0.6907090365886688,0.6344322344275867,1.0,
train_00002,0,0.2663091201146914,0.7113762021064758,0.6336996336949913,1.0,
train_00003,1,0.0265297056037703,0.6782228410243988,0.6329670329623959,1.0,
train_00004,1,0.8714853646571562,0.6396457433700562,0.9602197802127456,1.0,ood
train_00005,0,0.0077360729235626,0.6863723754882812,0.6315018314972052,1.0,
train_00006,1,0.6371708570421522,0.7101929008960723,0.6307692307646098,1.0,
train_00007,0,0.0049989279336843,0.841805225610733,0.935531135524282,1.0,
train_00008,1,0.0192854412460379,0.690740555524826,0.7633699633643709,1.0,
train_00009,1,0.3574184277454088,0.6842148840427398,0.9210256410188936,1.0,
train_00010,0,0.3031633809545481,0.6957308888435363,0.6293040292994191,1.0,
train_00011,0,0.2177608753236033,0.9798929393291472,0.6278388278342283,1.0,
train_00012,1,0.9864838678249503,0.681350439786911,0.627106227101633,0.11216451895754465,
train_00013,0,0.8406609415161705,0.7064868628978729,0.6263736263690376,1.0,
train_00014,0,0.4581423731970069,0.7788411557674408,0.6256410256364422,1.0,
train_00015,1,0.2725961484489814,0.7053723812103272,0.6249084249038469,1.0,
train_00016,0,0.3103018469354566,0.6737015306949615,0.6241758241712515,1.0,
train_00017,0,0.0650874399725331,0.6843474149703979,0.6234432234386561,1.0,
train_00018,1,0.0356508716591918,0.6786688804626464,0.6285714285668237,1.0,
train_00019,0,0.7034569241878788,0.6833196759223938,0.7539194139138907,1.0,
train_00020,1,0.0870975925201934,0.6048249304294586,0.6366300366253728,1.0,
train_00021,0,0.0477558183633914,0.6884447157382965,0.637362637357968,1.0,
train_00022,0,0.0316112821305313,0.710855382680893,0.6498168498120893,1.0,
train_00023,0,0.7766181097535984,0.6564729869365692,0.7893772893715064,1.0,
train_00024,1,0.371253499096548,0.7120942056179047,0.6483516483468986,1.0,
