id,label,mislabel_score,dup_score,ood_score,sample_weight,exclude_reason
train_00000,0,0.140963024953087,0.6989454865455627,0.1530402930391718,1.0,
train_00001,1,0.1803383644871291,0.6907352328300476,0.6344322344275867,1.0,
train_00002,0,0.6868926968295926,0.7113664269447326,0.6336996336949913,1.0,
train_00003,1,0.0084240444747938,0.6782035291194916,0.6329670329623959,1.0,
train_00004,1,0.8243691655553222,0.6396641910076142,0.9602197802127456,1.0,
train_00005,0,0.0600884705644008,0.6863749086856842,0.9706959706888596,1.0,
train_00006,1,0.7537462101132691,0.7102022886276245,0.6307692307646098,1.0,
train_00007,0,0.0097614496619415,0.8418106496334076,0.935531135524282,1.0,
train_00008,1,0.0313582142494917,0.6907568573951721,0.7684981684925385,1.0,
train_00009,1,0.4837211466490894,0.6842159867286681,0.9210256410188936,1.0,
train_00010,0,0.3243230719250153,0.6957237362861632,0.6293040292994191,1.0,
train_00011,0,0.1678140412798409,0.979892909526825,0.6278388278342283,1.0,
train_00012,1,0.9688690538615122,0.6813417375087738,0.627106227101633,0.12801785152463896,
train_00013,0,0.8707197787668768,0.7065047144889831,0.8593406593343639,0.21635219910981085,
train_00014,0,0.4410299489812687,0.7788506627082825,0.6256410256364422,1.0,
train_00015,1,0.2269944723131131,0.7053835570812226,0.6249084249038469,1.0,
train_00016,0,0.4037238862715703,0.6737076699733734,0.6241758241712515,1.0,
train_00017,0,0.1708031603797964,0.6843511700630187,0.6234432234386561,1.0,
train_00018,1,0.0294262363158086,0.6786830067634582,0.6285714285668237,1.0,
train_00019,0,0.5437259371589663,0.6833262324333191,0.9553113553043568,1.0,
train_00020,1,0.0104566084631804,0.6048296391963959,0.6366300366253728,1.0,
train_00021,0,0.3956419399910993,0.6884355068206787,0.637362637357968,1.0,
train_00022,0,0.0140106334526086,0.710846620798111,0.6498168498120893,1.0,
train_00023,0,0.959541097466677,0.6564803779125213,0.7893772893715064,0.1364130122799907,
train_00024,1,0.5395706172084411,0.7121081531047821,0.6483516483468986,1.0,
train_00025,1,0.7986446396098733,0.7444208502769469,0.6476190476143032,1.0,
train_00026,1,0.1062091878342857,0.7428601443767547,0.6468864468817078,1.0,
train_00027,0,0.2291694092627913,0.9977818191051484,0.967765567758478,1.0,
train_00028,0,0.0297403080568563,0.9828948438167572,0.7776556776499806,1.0,
train_00029,1,0.9595480245858032,0.7005961120128632,0.9970695970622926,1.0,ood
train_00030,0,0.2879423013802399,0.7045347571372986,0.6454212454165171,1.0,
train_00031,1,0.3153366245049357,0.6604237854480743,0.735384615379228,1.0,
train_00032,0,0.3399113738313482,0.6761048257350921,0.7870329670272012,1.0,
train_00033,0,0.7590670281132741,0.6847022771835327,0.7058608058556348,1.0,
train_00034,1,0.0237434687738909,0.7096726834774016,0.6424908424861356,1.0,
train_00035,0,0.0969888995752437,0.7202115178108215,0.9106227106160396,1.0,
train_00036,0,0.837057181634965,0.7023861885070801,0.641025641020945,1.0,
train_00037,0,0.0141111950683521,0.6717207551002502,0.9531135531065706,1.0,
train_00038,0,0.543813575502182,0.7092514395713806,0.6402930402883495,1.0,
train_00039,0,0.743460639301429,0.7113664269447326,0.6647619047570348,1.0,
train_00040,0,0.7961292315855509,0.6772301912307739,0.6388278388231589,1.0,
train_00041,0,0.5437006319912376,0.7043242931365967,0.8549450549387917,1.0,
train_00042,0,0.644284985050206,0.9895948886871336,0.6486446886399366,1.0,
train_00043,0,0.945727597284892,0.6841356456279755,0.7736996336939657,0.14884516244359725,
train_00044,1,0.0312505777867483,0.7248695313930511,0.62124542124087,1.0,
train_00045,1,0.1449562717971541,0.6859943389892578,0.6065934065889628,1.0,
train_00046,1,0.2422549530476969,0.7311509132385254,0.605128205123772,1.0,
train_00047,0,0.2585928271683383,0.7342365741729736,0.6043956043911767,1.0,
train_00048,0,0.7,0.9949146449565888,0.9333333333264958,1.0,
train_00049,0,0.255088234109293,0.6816828310489654,0.6029304029259859,1.0,
